Index_x,Adresse_complète,Auteur,Date_x,Note_x,Commentaire_x,lat,lng,Ville,Unnamed: 0,Description,Intitulé de la structure,desc,desc_clean,Index_y,Date_y,Note_y,Commentaire_y,subject_number,subject_name
,201 Bd de Mons,,,,,,,,82.0,"Lorsque que je fait des plainte en ligne la brigade de mon lieu de résidence refusent de les valider. Pour quelles raisons? 
Que faire ? Ils me font attendre des heures pour que je baisse les bras pour au final me refuser l'enregistrement ?",BOT RGHF,lorsque que fait des plainte ligne brigade mon lieu residence refusent les valider pour quelles raisons que faire ils font attendre des heures pour que baisse les bras pour final refuser enregistrement,lign brigad resident refusent valid raison attendr baiss bras final refus enregistr,,,,,-1.0,autre
,4 Av Busteau,,,,,,,,83.0,"Après avoir demandé des renseignements à la police, à la gendarmerie, au tchat moncommissariat.fr, personne , j'ai bien dit ""personne"", n'a su me donner une réponseC'est impossible d'avoir une personne en direct.J'ai même poussé le vice de dire que j'allais conduire sans permis mais personne n'a bronché (la réponse : ""Bonne journée"").Je rappelle que je peux conduire, mais on ne peut pas me fournir de justificatif, mon dossier est attente. Je n'ai qu' à me taire... C'est très fort de café pour ne pas dire autre chose.Que dois je faire ? Rouler sans papiers ?Merci à tout le monde...",BOT RGIF,apres avoir demand des renseignements police gendarmerie tchat moncommissariat personne bien dit personne donner une reponsec est impossible avoir une personne direct meme pouss vice dire que allais conduire sans permis mais personne bronch reponse bonne journee rappelle que peux conduire mais peut pas fournir justificatif mon dossier est attente taire est tres fort caf pour pas dire autre chose que dois faire rouler sans papiers merci tout monde,renseign tchat impossibl direct conduir perm repons rappel conduir fourn justif attent tair fort caf roul papi mond,,,,,-1.0,autre
,4 Av Busteau,,,,,,,,84.0,"Je me suis déplacé le 22/12/2021, à la gendarmerie de LIsle Adam afin dexpliquer ma situation et signaler que mon ex conjoint qui a substitué le véhicule qui reste sous mon nom et dont je reçois toujours les contraventions. Jai été très mal reçu par les agents en service. Le chef ma même dit que cela servirait à rien et quen plus il classerait ma plainte, sil le souhaite. Puis il ma même dit quil nest pas à mon service. Pourtant les officiers ont pour mission doffrir un service de protection aux usagers. Jai même été en larmes.",BOT RGIF,suis deplac gendarmerie isle adam afin expliquer situation signaler que mon conjoint qui substitu vehicule qui reste sous mon nom dont recois toujours les contraventions tres mal recu par les agents service chef meme dit que cela servirait rien plus classerait plainte souhaite puis meme dit est pas mon service pourtant les officiers ont pour mission offrir service protection aux usagers meme larmes,deplac expliqu signal conjoint vehicul rest nom recois contravent agent chef serv souhait offici mission protect usager,,,,,1.0,appel_intervention
,4 Av Busteau,,,,,,,,85.0,"Je suis allée porter plainte au commissariat de dammarie les lys suite à un accident de voiture, un homme a foncé dans ma voiture volontairement sur la francilienne et est reparti à toute Laure en me faisant des doigts d'honneur. Je suis donc allée porter plainte pour delit de fuite, sur le coup tout se passe bien on prends ma plainte et je repars sans récépissé.  J'ai 20 ans et je ne sais pas qu'il y en a normalement un, ma mère me le signale et je retourne au commissariat pour le demander, on me dit que ma plainte n'as pas été prise et qu'on me l'as expliqué  ( ce qui est faux la dame qui a "" pris"" ma plainte m'as dit que c'était bien ok) . Je leur explique donc et on me dit que c'est pas un délit de fuite puisque j'ai la plaque de la voiture ( je l'ai prise en photo ce n'est pas le conducteur qui me l'as donnée) , on refuse donc categoriquement de prendre ma plainte alors que c'est interdit . J'ai dû aller dans une gendarmerie où on m'as dit que c'était interdit de refuser.",BOT RGIF,suis allee porter plainte commissariat dammarie les lys suite accident voiture homme fonc dans voiture volontairement sur francilienne est reparti toute laure faisant des doigts honneur suis donc allee porter plainte pour delit fuite sur coup tout passe bien prends plainte repars sans recepisse ans sais pas normalement mere signale retourne commissariat pour demander dit que plainte pas prise expliqu qui est faux dame qui pris plainte dit que etait bien leur explique donc dit que est pas delit fuite puisque plaque voiture prise photo est pas conducteur qui donnee refuse donc categoriquement prendre plainte alors que est interdit aller dans une gendarmerie dit que etait interdit refuser,accident voitur voitur repart doigt honneur del fuit coup pass repar recep mer signal retourn expliqu faux dam expliqu del fuit puisqu plaqu voitur photo conducteur donne refus categor interd interd refus,,,,,0.0,refus_plainte
,4 Av Busteau,,,,,,,,86.0,Attente longue pour faire une procuration malgré la préinscription en ligne. Le process nest pas simplifié ni raccourci.,BOT RGIF,attente longue pour faire une procuration malgr preinscription ligne process est pas simplifi raccourci,attent procur lign simplif,,,,,-1.0,autre
,4 Av Busteau,,,,,,,,87.0,"Depot de plainte pour violence conjugale. Un seul gendarme pour accueillir et gerer le public. En tout 2h15 pour juste le depot dans un bureau porte ouverte, aucune discrétion ou confidentialité possible. De nombreux gendarmes entrent et sortent du bureau, se disent bonjour... Quelle est la prise en compte de la victime ? La question du respect de ses droits ? C'est un scandale, d'autant que l'on sait la difficulté de la démarche et du travail engagé pour la realiser. Il y a pourtant un nombre d'affiches important sur cette question au sein même de la gendarmerie...",BOT RGIF,depot plainte pour violence conjugale seul gendarme pour accueillir gerer public tout pour juste depot dans bureau porte ouverte aucune discretion confidentialit possible nombreux gendarmes entrent sortent bureau disent bonjour quelle est prise compte victime question respect ses droits est scandale autant que sait difficult demarche travail engag pour realiser pourtant nombre affiches important sur cette question sein meme gendarmerie,depot violenc conjugal seul ger just depot bureau ouvert confidential possibl bureau disent compt victim question respect droit aut difficult travail engag affich import question sein,,,,,0.0,refus_plainte
,4 Av Busteau,,,,,,,,88.0,"Le gendarme de St Germain les Corbeil a été très désagréable car j'avais un formulaire papier retiré à la mairie pour moi-même et mon époux 
Nous l'avons rempli ensemble et mon mari l'a fait valider lundi 6 juin sans problème
Moi je suis allée le 7 juin et ce  gendarme m'a répondu qu'elle était fausse  j'ai montré mon étonnement puisqu un agent avait validé la veille celle de mon mari 
Exaspéré il s'est levée précipitamment pour aller chercher du renfort   je l'entendais raconter que « oui elle m'a traitée de menteuse «  ce qui est faux car je suis respectueuse de cette institution 
Je me suis retrouvée face à 3 agents comme si j'avais commis un outrage alors que je voulais juste comprendre 
Une telle attitude pleine de mépris à mon égard est-elle normale ?
Un agent a finalement fini par reconnaître que celui qui a validé celle de mon mari avait fait une erreur ( une croix là où il ne fallait pas ) 
Je me suis sentie méprisée , mise au pilori pour une démarche administrative régie par la loi 
L'accueil du public n'est-il pas une priorité de la gendarmerie  ?
Pourquoi le gendarme soupirait et semblait exaspéré et a quitté son poste parce qu'il arrivait pas à gérer ?
Je n'en reviens toujours pas et croyez-moi cela est pitoyable de vivre une telle situation 
Est-il normal qu'un gendarme manifeste autant d'hostilité pour une mission administrative ?
Je suis dégoûtée à tout jamais de voter par procuration 
Dominique",BOT RGIF,gendarme germain les corbeil tres desagreable car avais formulaire papier retir mairie pour moi meme mon epoux nous avons rempli ensemble mon mari fait valider lundi juin sans probleme moi suis allee juin gendarme repondu elle etait fausse montr mon etonnement puisqu agent avait valid veille celle mon mari exasper est levee precipitamment pour aller chercher renfort entendais raconter que oui elle traitee menteuse qui est faux car suis respectueuse cette institution suis retrouvee face agents comme avais commis outrage alors que voulais juste comprendre une telle attitude pleine mepris mon egard est elle normale agent finalement fini par reconnaitre que celui qui valid celle mon mari avait fait une erreur une croix fallait pas suis sentie meprisee mise pilori pour une demarche administrative regie par loi accueil public est pas une priorit gendarmerie pourquoi gendarme soupirait semblait exasper quitt son poste parce arrivait pas gerer reviens toujours pas croyez moi cela est pitoyable vivre une telle situation est normal gendarme manifeste autant hostilit pour une mission administrative suis degoutee tout jamais voter par procuration dominique,desagre formulair papi mair rempl ensembl valid repondu montr eton puisqu agent valid cherch renfort entend racont faux respectu institu fac agent outrag voul just comprendr tel attitud plein egard agent final fin valid erreur croix fall meprise mis administr loi prior post arriv ger vivr tel manifest aut mission administr vot procur,,,,,-1.0,autre
,36 boulevard de l’Ouest,,,,,,,,89.0,"Madame, Monsieur,je suis tétraplégique et j'ai un grand sens du devoir civique. Je mets donc un point d'honneur à participer à toutes les élections de la République.De ce fait, je suis confrontée à chaque élection au problème du vote par procuration.Le document CERFA est assez compliqué à comprendre et à remplir (plutôt ancien et trop d'informations incompréhensibles pour le commun des citoyens). Ensuite, je dois me déplacer au tribunal de justice ou en gendarmerie pour faire valoir ma procuration. Vous pouvez imaginer la complexité pour moi de me déplacer pour une telle démarche.Y a-t-il des solutions plus simples pour que j'effectue cette dernière ?D'autant plus, que j'emploie une auxiliaire de vie pour mon quotidien et que je sacrifie une demi-journée de temps qui me serait plus utile avec elle pour les soins de chaque jourJe trouve cette situation absurde, il y a déjà assez d'abstention de vote en France et je trouverais dommage de devoir en faire partie pour des raisons administratives.Dans l'attente de votre réponse, veuillez recevoir Madame,mes respectueuses salutations.",BOT RGARA,madame monsieur suis tetraplegique grand sens devoir civique mets donc point honneur participer toutes les elections republique fait suis confrontee chaque election probleme vote par procuration document cerfa est assez compliqu comprendre remplir plutot ancien trop informations incomprehensibles pour commun des citoyens ensuite dois deplacer tribunal justice gendarmerie pour faire valoir procuration vous pouvez imaginer complexit pour moi deplacer pour une telle demarche des solutions plus simples pour que effectue cette derniere autant plus que emploie une auxiliaire vie pour mon quotidien que sacrifie une demi journee temps qui serait plus utile avec elle pour les soins chaque jourje trouve cette situation absurde dej assez abstention vote france trouverais dommage devoir faire partie pour des raisons administratives dans attente votre reponse veuillez recevoir madame mes respectueuses salutations,grand sen devoir honneur particip elect elect vot procur docu cerf compliqu comprendr rempl plutot ancien inform citoyen ensuit deplac tribunal justic valoir procur pouv imagin deplac tel solut simpl effectu aut vi quotidien dem util soin trouv vot franc trouv dommag devoir part raison administr attent repons recevoir respectu,,,,,0.0,refus_plainte
,36 boulevard de l’Ouest,,,,,,,,90.0,"En mai 2021 ma fille a subi une escroquerie sur internet .Elle met en ligne son ordinateur portable. Elle est contactée par une personne qui la met en confiance. Pour le paiement il lui demande ses coordonnées bancaires en incluant les frais de port.Elle envoie son ordinateur après avoir lu le dernier mail de son expéditeur et être rassurée.3 jours après elles s aperçoit que le paiement n'est pas un virement mais un chèque insolvable et je vais porter plainte car ma fille travaille et m'a fait une procuration. Le gendarme qui me reçoit m écoute et a du mal à croire ce que je lui dis car ma fille n'a jamais remis le chèque. Il a été mis à Paris et elle réside dans le 01 .Je suis arrivée à la gendarmerie à 9h30 et repartie vers 11h00 ,le gendarme devait s'occuper de ma plainte, ouvrir aux personnes qui arrivaient, répondre au téléphone et moi j'attendais. Pour finalement avoir un dépôt de plainte de ma fille qui n'a strictement servi à rien. Juste a entendre un commentaire du Supérieur du gendarme en parlant de ma fille que tout le monde travaillait et qu'elle aurait du venir elle même.Cette personne qui escroque les autres à fait 15 victimes et le gendarme ne regarde pas sur internet pour faire des recherches c'est encore moi qui lui dit. Il fini par me dire qu'il ne feront rien.La banque de ma fille qui a récupéré le chèque ne peut rien faire pourtant il a été porté sur le compte de ma fille sans sa signature . C est un chèque volé.Bref dans ce monde personne n'est responsable et quand vous allez dénoncer, c'est vous qui est coupable. Drôle de sociétéL'accueil du service public pour moi a encore besoin de se remettre en question et quand on va porter plainte il faut savoir écouter tous les mots d'une phrase afin de pouvoir la comprendre",BOT RGARA,mai fille subi une escroquerie sur internet elle met ligne son ordinateur portable elle est contactee par une personne qui met confiance pour paiement lui demande ses coordonnees bancaires incluant les frais port elle envoie son ordinateur apres avoir dernier mail son expediteur etre rassuree jours apres elles apercoit que paiement est pas virement mais cheque insolvable vais porter plainte car fille travaille fait une procuration gendarme qui recoit ecoute mal croire que lui dis car fille jamais remis cheque mis paris elle reside dans suis arrivee gendarmerie repartie vers gendarme devait occuper plainte ouvrir aux personnes qui arrivaient repondre telephone moi attendais pour finalement avoir depot plainte fille qui strictement servi rien juste entendre commentaire superieur gendarme parlant fille que tout monde travaillait elle aurait venir elle meme cette personne qui escroque les autres fait victimes gendarme regarde pas sur internet pour faire des recherches est encore moi qui lui dit fini par dire feront rien banque fille qui recuper cheque peut rien faire pourtant port sur compte fille sans signature est cheque vole bref dans monde personne est responsable quand vous allez denoncer est vous qui est coupable drole societel accueil service public pour moi encore besoin remettre question quand porter plainte faut savoir ecouter tous les mots une phrase afin pouvoir comprendre,sub escroquer internet lign ordin portabl confianc pai coordonne bancair frais envoi ordin mail rassure pai chequ vais travaill procur recoit ecout rem chequ mis resid arrive repart ver dev occup ouvr arriv repondr attend final depot strict serv just entendr superieur parl mond travaill ven victim regard internet recherch encor fin banqu recup chequ compt signatur chequ vol bref mond respons encor besoin remettr question faut savoir ecout mot phras pouvoir comprendr,,,,,0.0,refus_plainte
,36 boulevard de l’Ouest,,,,,,,,91.0,"Lors de lété 2020 jai faillit me faire renverser par une voiture alors que jetait en vélo je lai éviter de peux
et voyant que la voiture suis là meme route que jai emprunté je décide de la suivre quelque minute après elle sarrête alors je marrête
et me dirige vers la voiture et demande au conducteur douvrir sa fenêtre
il commence a minsulter et mouvre la portière de sa voiture en plein sur ma tête et mon menton
je navais plus mon casque car je lai enlevé puis commence à minsulter de plus belle et me frappe au torax je reste de marbre et il reparti.
Jai était porter plaint le lendemain et je nai toujours pas de réponse",BOT RGARA,lors faillit faire renverser par une voiture alors que jetait velo eviter peux voyant que voiture suis meme route que emprunt decide suivre quelque minute apres elle arrete alors arrete dirige vers voiture demande conducteur ouvrir fenetre commence insulter ouvre portiere voiture plein sur tete mon menton avais plus mon casque car enlev puis commence insulter plus belle frappe torax reste marbre reparti etait porter plaint lendemain toujours pas reponse,voitur jet velo evit voi voitur rout decid suivr arret arret ver voitur conducteur ouvr fenetr commenc insult ouvr voitur plein enlev commenc insult bel frapp rest repart repons,,,,,-1.0,autre
,36 boulevard de l’Ouest,,,,,,,,92.0,"Mon fils a déposé une procuration à la gendarmerie (Challes-les-eaux 73) pour les élections présidentielles. Il a bien reçu un mail qui validait sa procuration avec un numéro de dossier. 
Aujourd'hui lorsque je suis allée me présenter pour voter en son nom, on m'a répondu qu'aucune procuration n'était déposée alors que j'avais avec moi le mail qui certifiait que celle-ci était bien enregistrée dans ma mairie (Saint-Jean-d'Arvey 73).
De ce fait je n'ai pu voter pour mon fils.
Merci de votre retour et de vos explications/justifications de cette situation inadmissible.",BOT RGARA,mon fils depos une procuration gendarmerie challes les eaux pour les elections presidentielles bien recu mail qui validait procuration avec numero dossier aujourd hui lorsque suis allee presenter pour voter son nom repondu aucune procuration etait deposee alors que avais avec moi mail qui certifiait que celle etait bien enregistree dans mairie saint jean arvey fait voter pour mon fils merci votre retour vos explications justifications cette situation inadmissible,fil depos procur eau elect presidentiel mail valid procur numero present vot nom repondu procur depose mail enregistre mair saint jean vot fil retour expliqu justif inadmissibl,,,,,0.0,refus_plainte
,36 boulevard de l’Ouest,,,,,,,,93.0,"Nous nous sommes fait voler 24 m x 1m20 de clôture aluminium, il y avait une vidéo des voleurs arrivant à 4 h du matin et personne nest venu visionner la vidéo et personne nest venu constater le vol alors quil y avait des traces de pas et des empreintes sur les convertîmes. Nous sommes deux dans ce cas et je trouve navrant que personne de la gendarmerie de meximieux ne se déplace !",BOT RGARA,nous nous sommes fait voler cloture aluminium avait une video des voleurs arrivant matin personne est venu visionner video personne est venu constater vol alors avait des traces pas des empreintes sur les convertimes nous sommes deux dans cas trouve navrant que personne gendarmerie meximieux deplace,vol clotur video voleur arriv venu video venu vol trouv deplac,,,,,1.0,appel_intervention
,36 boulevard de l’Ouest,,,,,,,,94.0,"Voilà 6 mois que jai déposer plainte contre mon voisin pour linstallation dun micro consistant à écouter mon domicile.
Aucune procédure ni convocation a été faite à légard de mon voisin ! Jai été obliger de lui déposer moi même le code pénal pour lui rappeler ces droits ! Le gendarme qui a pris ma déposition na toujours pas fait le nécessaire !
Cest pourquoi je suis très mécontente du travail effectué « si lon peut dire ça » .
Vu que personne na envie de prendre ma plainte en considération je me permet de me plaindre ici .
Aucun gendarme ne me prend au sérieux dans la brigade de sorbiers je trouve cela aberrant que la justice ne fasse pas son travail  !",BOT RGARA,voil mois que deposer plainte contre mon voisin pour installation micro consistant ecouter mon domicile aucune procedure convocation faite egard mon voisin obliger lui deposer moi meme code penal pour lui rappeler ces droits gendarme qui pris deposition toujours pas fait necessaire est pourquoi suis tres mecontente travail effectu peut dire que personne envie prendre plainte consideration permet plaindre ici aucun gendarme prend serieux dans brigade sorbiers trouve cela aberrant que justice fasse pas son travail,depos contr voisin micro ecout domicil procedur convoc egard voisin oblig depos cod rappel droit deposit necessair mecontent travail effectu consider permet serieux brigad trouv justic travail,,,,,0.0,refus_plainte
,36 boulevard de l’Ouest,,,,,,,,95.0,"Le portail étant ouvert ,je suis rentré dans la cour et le suis présenté à l'accueil. Après 10 minutes d'attente, le gendarme est sorti m'a interpellé : comment êtes vous entré? Il fallait sonner. Attendez que je finisse dans 10 mn. J'ai encore attendu 1/4 h sans résultat. J'ai appelé pour demander si je devais attendre encore longtemps. L'officier est sorti mécontent, disant qu'il était avec une victime et que mon Otv pouvait attendre.  Je lui ai seulement dit qu'il ne m'avais pas donné les raisons de cette attente et que c'est pour cela que je l'ai dérangé. Je suis donc reparti.",BOT RGARA,portail etant ouvert suis rentr dans cour suis present accueil apres minutes attente gendarme est sorti interpell comment etes vous entre fallait sonner attendez que finisse dans encore attendu sans resultat appel pour demander devais attendre encore longtemps officier est sorti mecontent disant etait avec une victime que mon otv pouvait attendre lui seulement dit avais pas donn les raisons cette attente que est pour cela que derange suis donc reparti,portail ouvert rentr present attent sort ete fall attend fin encor attendu resultat appel dev attendr encor offici sort mecontent victim otv pouv attendr seul raison attent derang repart,,,,,-1.0,autre
,36 boulevard de l’Ouest,,,,,,,,96.0,"Un gendarme seul pour traiter toutes les demandes (procuration principalement) et pas de chaise pour patienter. Je suis enceinte, dame après moi était en déambulateur...",BOT RGARA,gendarme seul pour traiter toutes les demandes procuration principalement pas chaise pour patienter suis enceinte dame apres moi etait deambulateur,seul procur principal chais dam,,,,,0.0,refus_plainte
,36 boulevard de l’Ouest,,,,,,,,97.0,"Jai fait une procuration écrite à la gendarmerie de lArbresle le mardi 19.04.2022 pour voter au 2e tour des élections présidentielles et elle na jamais été transmise au consulat de Zurich, où je suis inscrite.",BOT RGARA,fait une procuration ecrite gendarmerie arbresle mardi pour voter tour des elections presidentielles elle jamais transmise consulat zurich suis inscrite,procur ecrit vot tour elect presidentiel transmis inscrit,,,,,3.0,procuration
,36 boulevard de l’Ouest,,,,,,,,98.0,"Bonjour, 
Je viens de me rendre au bureau de vote de ma sur qui mavait donné procuration et lavait faite valider en gendarmerie après une pré demande sur internet. Au bureau on ne trouve pas référence de cette procuration et on ne sais où madresser à part me rendre personnellement en gendarmerie où la procuration avait été établie. Jai été trés surprise de trouver la gendarmerie fermée de 12h à 15h! 
Je suis profondément choquée du manque de sérieux et dinvestissement de lorganisation de cette élection sur cette question du droit démocratique et ce à de nombreux électeurs dans ce que jai pu constater en évoquant mon témoignage à dautres! Comment sétonner du désintérêt ou dégoût de certains électeurs ensuite!",BOT RGARA,bonjour viens rendre bureau vote qui avait donn procuration avait faite valider gendarmerie apres une demande sur internet bureau trouve pas reference cette procuration sais adresser part rendre personnellement gendarmerie procuration avait etablie tres surprise trouver gendarmerie fermee suis profondement choquee manque serieux investissement organisation cette election sur cette question droit democratique nombreux electeurs dans que constater evoquant mon temoignage autres comment etonner desinteret degout certains electeurs ensuite,vien rendr bureau vot procur valid internet bureau trouv referent procur adress part rendr personnel procur etabl surpris trouv ferme manqu serieux invest elect question droit electeur evoqu temoignag eton desinteret degout certain electeur ensuit,,,,,3.0,procuration
,36 boulevard de l’Ouest,,,,,,,,99.0,"Jarrive à la gendarmerie, je sonne on mouvre la porte et j'entre et il ny a personne au comptoir. Vous attendez 10 minutes ! On vous reçoit, vous présentez votre papier et vous repartez. Vous avez attendu 10 minutes.",BOT RGARA,arrive gendarmerie sonne ouvre porte entre personne comptoir vous attendez minutes vous recoit vous presentez votre papier vous repartez vous avez attendu minutes,arriv ouvr attend recoit present papi repart attendu,,,,,1.0,appel_intervention
,Casere Battesti 59 rue Séguineau,,,,,,,,100.0,"Parcours du combattant pour déposer plainte pour une victime de dénonciation calomnieuse (Par un mensonge, j'ai été désigné comme conducteur d'un véhicule flashé en excès de vitesse, véhicule que je n'ai jamais conduit. J'ai reçu l'avis de contravention et souhaite déposer plainte avant de contester l'amende). 
RDV pris par téléphone pour dépot plainte à la Gendarmerie de ST ASTIER (24). RDV le 04/12/21 à 09h30. 
La gendarme qui me reçoit à l'accueil me demande de présenter ma situation et justifier le motif de ma venue. La gendarme refuse de prendre une plainte pour ces faits et m'indique qu'il faut juste contester l'amende, sans tenir compte de la dénonciation calomnieuse.
Bons conseils reçus sur les plateformes ANTAI et magendarmerie.fr me confirmant la nécessité de déposer plainte pour ces faits.
Je suis donc obligé de faire une lettre plainte au Procureur de la République pour faire valoir mes droits de victime.
BT ST ASTIER (24) : accueil des victimes à revoir!",BOT RGNA,parcours combattant pour deposer plainte pour une victime denonciation calomnieuse par mensonge design comme conducteur vehicule flash exces vitesse vehicule que jamais conduit recu avis contravention souhaite deposer plainte avant contester amende rdv pris par telephone pour depot plainte gendarmerie astier rdv gendarme qui recoit accueil demande presenter situation justifier motif venue gendarme refuse prendre une plainte pour ces faits indique faut juste contester amende sans tenir compte denonciation calomnieuse bons conseils recus sur les plateformes antai magendarmerie confirmant necessit deposer plainte pour ces faits suis donc oblig faire une lettre plainte procureur republique pour faire valoir mes droits victime astier accueil des victimes revoir,depos victim denonci calomni design conducteur vehicul flash exce vitess vehicul conduit contravent souhait depos contest amend rdv depot asti rdv recoit present justifi motif venu refus faut just contest amend compt denonci calomni conseil recus plateform confirm depos oblig lettr procureur valoir droit victim asti victim revoir,,,,,0.0,refus_plainte
,Casere Battesti 59 rue Séguineau,,,,,,,,101.0,"Ma fille s'est fait dégradé son scooter par une bande de délinquants, les gendarmes ont refusé de prendre notre plainte, n'ont mené aucune investigation, et nous ont proposé de faire une main courante, tout en nous expliquant que ça ne sert à rien. 
Quand on voit les heures d'ouverture de la gendarmerie de La Force 24130, on se dit que c'est une blague ! Mais non, c'est la France d'aujourd'hui.",BOT RGNA,fille est fait degrad son scooter par une bande delinquants les gendarmes ont refus prendre notre plainte ont men aucune investigation nous ont propos faire une main courante tout nous expliquant que sert rien quand voit les heures ouverture gendarmerie force dit que est une blague mais non est france aujourd hui,degrad scoot band delinqu refus men investig propos expliqu sert ouvertur forc franc,,,,,0.0,refus_plainte
,Casere Battesti 59 rue Séguineau,,,,,,,,102.0,"c'était pour un dépôt de plainte à le gendarmerie de Gujan-mestras au sujet d'une dégradation dans ma propriété sans avoir été autorisé à y pénétrer;
Le gendarme qui m'a reçu m'a clairement dit qu'il avait autre chose à faire, qu'il ne voulait pas prendre m'a plainte car il avait trop de travail et que de toute façon ma plainte allait partir a la poubelle.
il a fallu que malheureusement je hausse le ton et que j'alerte un de ses supérieurs pour que celui-ci lui donne l'ordre de prendre ma plainte.",BOT RGNA,etait pour depot plainte gendarmerie gujan mestras sujet une degradation dans propriet sans avoir autoris penetrer gendarme qui recu clairement dit avait autre chose faire voulait pas prendre plainte car avait trop travail que toute facon plainte allait partir poubelle fallu que malheureusement hausse ton que alerte ses superieurs pour que celui lui donne ordre prendre plainte,depot sujet degrad penetr clair voul travail facon part fallu superieur ordre,,,,,-1.0,autre
,Casere Battesti 59 rue Séguineau,,,,,,,,103.0,"1° procès vitesse excessive pour 70 km je roulais environ à 100 km je ne conteste pas mon erreur par contre le motard de la gendarmerie était seul et je crois qu'il aurait du être deux confirmer par le verbalisateur
2° procès le bouquet radar fixe sur la rocade de Poitiers en venant de Saint Benoits direction Poitiers vitesse limite avant et après, procès pour vitesse excessive 58 km retenue 53 km et donc à payer 135 
j""ai tenté de m'expliquer auprès de l'officier du ministère public réponses au courrier consternant je tiens à disposition les preuves de ce que mets en information",BOT RGNA,proces vitesse excessive pour roulais environ conteste pas mon erreur par contre motard gendarmerie etait seul crois aurait etre deux confirmer par verbalisateur proces bouquet radar fixe sur rocade poitiers venant saint benoits direction poitiers vitesse limite avant apres proces pour vitesse excessive retenue donc payer tent expliquer aupres officier ministere public reponses courrier consternant tiens disposition les preuves que mets information,proc vitess excess roul environ contest erreur contr seul crois confirm verbalis proc radar poiti ven saint benoit direct poiti vitess limit proc vitess excess pai tent expliqu offici minister repons courri constern disposit preuv inform,,,,,0.0,refus_plainte
,Casere Battesti 59 rue Séguineau,,,,,,,,104.0,Je suis très insatisfait de la brigade de Pierre Buffiere (87260). Celle-ci est mentionné ouverte aujourd'hui de 14h à 18h. Mais on la trouve porte close avec un numéro à appeler en cas de besoin. On appel ce numéro et on nous répond qu'elle est fermée et que l ouverture se fera au bon vouloir du militaire...,BOT RGNA,suis tres insatisfait brigade pierre buffiere celle est mentionn ouverte aujourd hui mais trouve porte close avec numero appeler cas besoin appel numero nous repond elle est fermee que ouverture fera bon vouloir militaire,brigad mention ouvert trouv numero appel besoin appel numero repond ferme ouvertur fer vouloir,,,,,1.0,appel_intervention
,Casere Battesti 59 rue Séguineau,,,,,,,,105.0,"Je me trouve à Bordeaux mais je vote en région PACA.
Je fais donc la démarche en ligne pour une procuration.
Je cherche à me rendre en gendarmerie/commissariat pour la valider.
Travaillant du lundi au vendredi de 8h à 12h et de 14h à 18h, je trouve très peu d'établissements ouverts sur mon temps libre.
Je trouve une gendarmerie à St Jean d'Illac, qui, selon Google ferme à 18h30.
Je leur téléphone, on me confirme que je peux venir après 18h. J'arrive à la gendarmerie mardi soir à 18h10. Je sonne à l'interphone en précisant l'objet de ma venue, la personne refuse de me recevoir, indiquant que la gendarmerie est fermée. Je lui indique qu'il est écrit 18h30 en horaire de fermeture sur internet, qu'on me l'a confirmé par téléphone le matin même et qu'en plus il est écrit sur leur portail qu'ils reçoivent jusqu'à 19h sur rendez-vous. Après avoir fait 20 minutes de route, la personne m'a dit de demander à mon employeur de me libérer plus tôt et a raccroché prétextant un double appel.",BOT RGNA,trouve bordeaux mais vote region paca fais donc demarche ligne pour une procuration cherche rendre gendarmerie commissariat pour valider travaillant lundi vendredi trouve tres peu etablissements ouverts sur mon temps libre trouve une gendarmerie jean illac qui selon google ferme leur telephone confirme que peux venir apres arrive gendarmerie mardi soir sonne interphone precisant objet venue personne refuse recevoir indiquant que gendarmerie est fermee lui indique est ecrit horaire fermeture sur internet confirm par telephone matin meme plus est ecrit sur leur portail ils recoivent jusqu sur rendez vous apres avoir fait minutes route personne dit demander mon employeur liberer plus tot raccroch pretextant double appel,trouv vot region lign procur cherch rendr valid travaill trouv etabl ouvert trouv jean selon googl ferm confirm ven arriv interphon precis venu refus recevoir ferme ecrit horair internet confirm ecrit portail rend rout raccroch pretext doubl appel,,,,,0.0,refus_plainte
,Casere Battesti 59 rue Séguineau,,,,,,,,106.0,"La mairie de la personne qui devait voter pour moi n'a rien reçu alors que le gendarme de mon domicile à envoyé 2 fois la procuration
Je suis très très déçue",BOT RGNA,mairie personne qui devait voter pour moi rien recu alors que gendarme mon domicile envoy fois procuration suis tres tres decue,mair dev vot domicil envoy procur decu,,,,,3.0,procuration
,Casere Battesti 59 rue Séguineau,,,,,,,,107.0,"Malgré mon passage à la gendarmerie de Prahecq 79 le 3 juin pour valider ma procuration pour les législatives, je n'ai pas pu voter car cela n'a jamais été envoyé à la mairie. C'est scandaleux !",BOT RGNA,malgr mon passage gendarmerie prahecq juin pour valider procuration pour les legislatives pas voter car cela jamais envoy mairie est scandaleux,passag valid procur legisl vot envoy mair,,,,,3.0,procuration
